title_number,title_text,chapter_number,chapter_text,offense_section,offense_text,section_number,section_text,subsection_number,subsection_text
68,Real And Personal Property,33,Management of the Condominium,3322,Complaints filed with Bureau of Consumer Protection,3322,Complaints filed with Bureau of Consumer Protection,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3401,Applicability; waiver,3401,Applicability; waiver,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3402,Public offering statement; general provisions,3402,Public offering statement; general provisions,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3403,Public offering statement; time-share estates,3403,Public offering statement; time-share estates,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3404,Public offering statement; condominiums containing conversion buildings,3404,Public offering statement; condominiums containing conversion buildings,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3405,Public offering statement; condominium securities,3405,Public offering statement; condominium securities,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3406,Purchaser's right to cancel,3406,Purchaser's right to cancel,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3407,Resales of units,3407,Resales of units,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3408,Escrow of deposits,3408,Escrow of deposits,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3409,Release of liens,3409,Release of liens,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3410,Condominiums containing conversion buildings,3410,Condominiums containing conversion buildings,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3411,Warranty against structural defects,3411,Warranty against structural defects,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3412,Effect of violations on rights of action,3412,Effect of violations on rights of action,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3413,Labeling of promotional material,3413,Labeling of promotional material,NA,NA
68,Real And Personal Property,34,Protection of Purchasers,3414,Declarant's obligation to complete and restore,3414,Declarant's obligation to complete and restore,NA,NA
68,Real And Personal Property,41,General Provisions,4101,Short title of subpart,4101,Short title of subpart,NA,NA
68,Real And Personal Property,41,General Provisions,4102,Applicability of subpart,4102,Applicability of subpart,NA,NA
68,Real And Personal Property,41,General Provisions,4103,Definitions,4103,Definitions,NA,NA
68,Real And Personal Property,41,General Provisions,4104,Variation by agreement,4104,Variation by agreement,NA,NA
68,Real And Personal Property,41,General Provisions,4105,Property classification of cooperative interests,4105,Property classification of cooperative interests,NA,NA
68,Real And Personal Property,41,General Provisions,4106,"Applicability of local ordinances, regulations and building codes",4106,"Applicability of local ordinances, regulations and building codes",NA,NA
68,Real And Personal Property,41,General Provisions,4107,Eminent domain,4107,Eminent domain,NA,NA
68,Real And Personal Property,41,General Provisions,4108,Supplemental general principles of law applicable,4108,Supplemental general principles of law applicable,NA,NA
68,Real And Personal Property,41,General Provisions,4109,Construction against implicit repeal,4109,Construction against implicit repeal,NA,NA
68,Real And Personal Property,41,General Provisions,4110,Uniformity of application and construction,4110,Uniformity of application and construction,NA,NA
68,Real And Personal Property,41,General Provisions,4111,Unconscionable agreement or term of contract,4111,Unconscionable agreement or term of contract,NA,NA
68,Real And Personal Property,41,General Provisions,4112,Obligation of good faith,4112,Obligation of good faith,NA,NA
68,Real And Personal Property,41,General Provisions,4113,Remedies to be liberally administered,4113,Remedies to be liberally administered,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4201,Creation of cooperative ownership,4201,Creation of cooperative ownership,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4202,Unit boundaries,4202,Unit boundaries,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4203,Construction and validity of declaration and bylaws,4203,Construction and validity of declaration and bylaws,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4204,Description of units,4204,Description of units,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4205,Contents of declaration,4205,Contents of declaration,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4206,Leasehold cooperatives,4206,Leasehold cooperatives,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4207,"Allocation of ownership interests, votes and common expense liabilities",4207,"Allocation of ownership interests, votes and common expense liabilities",NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4208,Limited common elements,4208,Limited common elements,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4209,Exercise of development rights,4209,Exercise of development rights,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4210,Alterations of units,4210,Alterations of units,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4211,Relocation of boundaries between adjoining units,4211,Relocation of boundaries between adjoining units,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4212,Subdivision of units,4212,Subdivision of units,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4213,Easement for encroachments,4213,Easement for encroachments,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4214,"Declarant's office, models and signs",4214,"Declarant's office, models and signs",NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4215,Easement rights,4215,Easement rights,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4216,Amendment of declaration,4216,Amendment of declaration,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4217,Termination of cooperative ownership,4217,Termination of cooperative ownership,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4218,Rights of secured lenders and secured creditors,4218,Rights of secured lenders and secured creditors,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4219,Master associations,4219,Master associations,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4220,Merger or consolidation of cooperatives,4220,Merger or consolidation of cooperatives,NA,NA
68,Real And Personal Property,42,"Creation, Alteration and Termination of Cooperatives",4221,Method for transferring a cooperative interest,4221,Method for transferring a cooperative interest,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4301,Organization of association,4301,Organization of association,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4302,Powers of association,4302,Powers of association,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4303,Executive board members and officers,4303,Executive board members and officers,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4304,Transfer of special declarant rights,4304,Transfer of special declarant rights,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4305,Termination of contracts and leases of declarant,4305,Termination of contracts and leases of declarant,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4306,Bylaws,4306,Bylaws,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4307,Upkeep of cooperative,4307,Upkeep of cooperative,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4308,Meetings,4308,Meetings,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4309,Quorums,4309,Quorums,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4310,Voting; proxies,4310,Voting; proxies,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4311,Tort and contract liability,4311,Tort and contract liability,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4312,Conveyance or encumbrance of cooperative,4312,Conveyance or encumbrance of cooperative,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4313,Insurance,4313,Insurance,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4314,Assessments for common expenses,4314,Assessments for common expenses,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4315,Lien for assessments,4315,Lien for assessments,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4316,Other liens affecting cooperative,4316,Other liens affecting cooperative,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4317,Association records,4317,Association records,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4318,Association as trustee,4318,Association as trustee,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4319,Termination of cooperative interest,4319,Termination of cooperative interest,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4320,Declarant delivery of items to association,4320,Declarant delivery of items to association,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4321,Limited equity cooperatives,4321,Limited equity cooperatives,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4322,Alternative dispute resolution in cooperatives,4322,Alternative dispute resolution in cooperatives,NA,NA
68,Real And Personal Property,43,Management of Cooperatives,4323,Complaints filed with Bureau of Consumer Protection,4323,Complaints filed with Bureau of Consumer Protection,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4401,Applicability; waiver,4401,Applicability; waiver,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4402,Public offering statement; requirements,4402,Public offering statement; requirements,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4403,Public offering statement; general provisions,4403,Public offering statement; general provisions,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4404,Public offering statement; cooperatives subject to development rights,4404,Public offering statement; cooperatives subject to development rights,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4405,Public offering statement; time shares,4405,Public offering statement; time shares,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4406,Public offering statement; cooperatives containing conversion buildings,4406,Public offering statement; cooperatives containing conversion buildings,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4407,Public offering statement; cooperative securities,4407,Public offering statement; cooperative securities,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4408,Purchaser's right to cancel,4408,Purchaser's right to cancel,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4409,Resales of cooperative interests,4409,Resales of cooperative interests,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4410,Escrow of deposits,4410,Escrow of deposits,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4411,Release of liens,4411,Release of liens,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4412,Cooperatives containing conversion buildings,4412,Cooperatives containing conversion buildings,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4413,Express warranties of quality,4413,Express warranties of quality,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4414,Implied warranty against structural defects,4414,Implied warranty against structural defects,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4415,Effect of violations on rights of action,4415,Effect of violations on rights of action,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4416,Labeling of promotional material,4416,Labeling of promotional material,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4417,Declarant's obligation to complete and restore,4417,Declarant's obligation to complete and restore,NA,NA
68,Real And Personal Property,44,Protection of Cooperative Interest Purchasers,4418,Substantial completion of unit,4418,Substantial completion of unit,NA,NA
68,Real And Personal Property,51,General Provisions,5101,Short title of subpart,5101,Short title of subpart,NA,NA
68,Real And Personal Property,51,General Provisions,5102,Applicability,5102,Applicability,NA,NA
68,Real And Personal Property,51,General Provisions,5103,Definitions,5103,Definitions,NA,NA
68,Real And Personal Property,51,General Provisions,5104,Variation by agreement,5104,Variation by agreement,NA,NA
68,Real And Personal Property,51,General Provisions,5105,Separate titles and taxation,5105,Separate titles and taxation,NA,NA
68,Real And Personal Property,51,General Provisions,5106,"Applicability of local ordinances, regulations and building codes",5106,"Applicability of local ordinances, regulations and building codes",NA,NA
68,Real And Personal Property,51,General Provisions,5107,Eminent domain,5107,Eminent domain,NA,NA
68,Real And Personal Property,51,General Provisions,5108,Supplemental general principles of law applicable,5108,Supplemental general principles of law applicable,NA,NA
68,Real And Personal Property,51,General Provisions,5109,Construction against implicit repeal,5109,Construction against implicit repeal,NA,NA
68,Real And Personal Property,51,General Provisions,5110,Uniformity of application and construction,5110,Uniformity of application and construction,NA,NA
68,Real And Personal Property,51,General Provisions,5111,Severability,5111,Severability,NA,NA
68,Real And Personal Property,51,General Provisions,5112,Unconscionable agreement or term of contract,5112,Unconscionable agreement or term of contract,NA,NA
68,Real And Personal Property,51,General Provisions,5113,Obligation of good faith,5113,Obligation of good faith,NA,NA
68,Real And Personal Property,51,General Provisions,5114,Remedies to be liberally administered,5114,Remedies to be liberally administered,NA,NA
68,Real And Personal Property,51,General Provisions,5115,Businesses operated by minors,5115,Businesses operated by minors,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5201,Creation of planned community,5201,Creation of planned community,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5202,Unit boundaries,5202,Unit boundaries,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5203,Construction and validity of declaration and bylaws,5203,Construction and validity of declaration and bylaws,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5204,Description of units,5204,Description of units,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5205,Contents of declaration; all planned communities,5205,Contents of declaration; all planned communities,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5206,Contents of declaration for flexible planned communities,5206,Contents of declaration for flexible planned communities,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5207,Leasehold planned communities,5207,Leasehold planned communities,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5208,Allocation of votes and common expense liabilities,5208,Allocation of votes and common expense liabilities,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5209,Limited common elements,5209,Limited common elements,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5210,Plats and plans,5210,Plats and plans,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5211,Conversion and expansion of flexible planned communities,5211,Conversion and expansion of flexible planned communities,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5212,Withdrawal of withdrawable real estate,5212,Withdrawal of withdrawable real estate,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5213,Alteration of units,5213,Alteration of units,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5214,Relocation of boundaries between units,5214,Relocation of boundaries between units,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5215,Subdivision or conversion of units,5215,Subdivision or conversion of units,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5216,Easement for encroachments,5216,Easement for encroachments,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5217,"Declarant offices, models and signs",5217,"Declarant offices, models and signs",NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5218,"Easement to facilitate completion, conversion and expansion",5218,"Easement to facilitate completion, conversion and expansion",NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5219,Amendment of declaration,5219,Amendment of declaration,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5220,Termination of planned community,5220,Termination of planned community,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5221,Rights of secured lenders,5221,Rights of secured lenders,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5222,Master associations,5222,Master associations,NA,NA
68,Real And Personal Property,52,"Creation, Alteration and Termination of Planned Communities",5223,Merger or consolidation of planned community,5223,Merger or consolidation of planned community,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5301,Organization of unit owners' association,5301,Organization of unit owners' association,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5302,Power of unit owners' association,5302,Power of unit owners' association,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5303,Executive board members and officers,5303,Executive board members and officers,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5304,Transfer of special declarant rights,5304,Transfer of special declarant rights,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5305,Termination of contracts and leases of declarant,5305,Termination of contracts and leases of declarant,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5306,Bylaws,5306,Bylaws,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5307,Upkeep of planned community,5307,Upkeep of planned community,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5308,Meetings,5308,Meetings,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5309,Quorums,5309,Quorums,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5310,Voting; proxies,5310,Voting; proxies,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5311,Tort and contract liability,5311,Tort and contract liability,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5312,Insurance,5312,Insurance,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5313,Surplus funds,5313,Surplus funds,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5314,Assessments for common expenses,5314,Assessments for common expenses,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5315,Lien for assessments,5315,Lien for assessments,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5316,Association records,5316,Association records,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5317,Association as trustee,5317,Association as trustee,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5318,Conveyance or encumbrance of common facilities,5318,Conveyance or encumbrance of common facilities,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5319,Other liens affecting planned community,5319,Other liens affecting planned community,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5320,Declarant delivery of items to association,5320,Declarant delivery of items to association,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5321,Alternative dispute resolution in planned communities,5321,Alternative dispute resolution in planned communities,NA,NA
68,Real And Personal Property,53,Management of Planned Community,5322,Complaints filed with Bureau of Consumer Protection,5322,Complaints filed with Bureau of Consumer Protection,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5401,Applicability; waiver,5401,Applicability; waiver,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5402,Public offering statement; general provisions,5402,Public offering statement; general provisions,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5403,Public offering statement; time-share estates,5403,Public offering statement; time-share estates,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5404,Public offering statement; planned communities containing conversion buildings,5404,Public offering statement; planned communities containing conversion buildings,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5405,Public offering statement; planned community securities,5405,Public offering statement; planned community securities,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5406,Purchaser's right to cancel,5406,Purchaser's right to cancel,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5407,Resales of units,5407,Resales of units,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5408,Escrow of deposits,5408,Escrow of deposits,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5409,Release of liens,5409,Release of liens,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5410,Planned communities containing conversion buildings,5410,Planned communities containing conversion buildings,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5411,Warranty against structural defects,5411,Warranty against structural defects,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5412,Effect of violations on rights of action,5412,Effect of violations on rights of action,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5413,Labeling of promotional material,5413,Labeling of promotional material,NA,NA
68,Real And Personal Property,54,Protection of Purchasers,5414,Declarant's obligation to complete and restore,5414,Declarant's obligation to complete and restore,NA,NA
68,Real And Personal Property,55,Adult-Oriented Establishments,5501,Legislative findings and intent,5501,Legislative findings and intent,NA,NA
68,Real And Personal Property,55,Adult-Oriented Establishments,5502,Definitions,5502,Definitions,NA,NA
68,Real And Personal Property,55,Adult-Oriented Establishments,5503,Requirements for adult-oriented establishments,5503,Requirements for adult-oriented establishments,NA,NA
68,Real And Personal Property,55,Adult-Oriented Establishments,5504,Liability of operator,5504,Liability of operator,NA,NA
68,Real And Personal Property,55,Adult-Oriented Establishments,5505,Establishments open for inspection,5505,Establishments open for inspection,NA,NA
68,Real And Personal Property,55,Adult-Oriented Establishments,5506,Civil action to enjoin or abate violations,5506,Civil action to enjoin or abate violations,NA,NA
68,Real And Personal Property,55,Adult-Oriented Establishments,5507,Violation of abatement order or injunction,5507,Violation of abatement order or injunction,NA,NA
68,Real And Personal Property,55,Adult-Oriented Establishments,5508,Penalty,5508,Penalty,NA,NA
68,Real And Personal Property,55,Adult-Oriented Establishments,5509,Existing remedies preserved,5509,Existing remedies preserved,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6101,Definitions,6101,Definitions,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6102,Duties of commission,6102,Duties of commission,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6103,Application,6103,Application,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6104,Report,6104,Report,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6105,Acquisition determination,6105,Acquisition determination,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6106,State forests,6106,State forests,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6107,Appraisals,6107,Appraisals,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6108,Patents,6108,Patents,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6109,Prohibitions and exceptions,6109,Prohibitions and exceptions,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6110,Issuance of patents for unappropriated lands,6110,Issuance of patents for unappropriated lands,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6111,Satisfaction of claims,6111,Satisfaction of claims,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6112,Prohibition of warrants,6112,Prohibition of warrants,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6113,Caveats,6113,Caveats,NA,NA
68,Real And Personal Property,61,Vacant and Unimproved Public Lands,6114,Refund,6114,Refund,NA,NA
68,Real And Personal Property,71,General Provisions,7101,Short title of part,7101,Short title of part,NA,NA
68,Real And Personal Property,71,General Provisions,7102,Definitions,7102,Definitions,NA,NA
68,Real And Personal Property,71,General Provisions,7103,Application of part,7103,Application of part,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7301,Short title of chapter,7301,Short title of chapter,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7302,Application of chapter,7302,Application of chapter,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7303,Disclosure of material defects,7303,Disclosure of material defects,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7304,Disclosure form,7304,Disclosure form,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7305,Delivery of disclosure form,7305,Delivery of disclosure form,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7306,Information unavailable to seller,7306,Information unavailable to seller,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7307,Information subsequently rendered inaccurate,7307,Information subsequently rendered inaccurate,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7308,Affirmative duty of seller,7308,Affirmative duty of seller,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7309,Nonliability of seller,7309,Nonliability of seller,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7310,Nonliability of agent,7310,Nonliability of agent,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7311,Failure to comply,7311,Failure to comply,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7312,Amendment of disclosure,7312,Amendment of disclosure,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7313,Specification of items for disclosure no limitation on other disclosure obligations,7313,Specification of items for disclosure no limitation on other disclosure obligations,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7314,Cause of action,7314,Cause of action,NA,NA
68,Real And Personal Property,73,Seller Disclosures,7315,Preemption of local requirements,7315,Preemption of local requirements,NA,NA
68,Real And Personal Property,74,Repudiation of Discriminatory Real Estate Covenants,7401,Scope of chapter,7401,Scope of chapter,NA,NA
68,Real And Personal Property,74,Repudiation of Discriminatory Real Estate Covenants,7402,Definitions,7402,Definitions,NA,NA
68,Real And Personal Property,74,Repudiation of Discriminatory Real Estate Covenants,7403,Nullification of existing unlawful restrictive covenants,7403,Nullification of existing unlawful restrictive covenants,NA,NA
68,Real And Personal Property,74,Repudiation of Discriminatory Real Estate Covenants,7404,Repudiation of unlawful restrictive covenants,7404,Repudiation of unlawful restrictive covenants,NA,NA
68,Real And Personal Property,74,Repudiation of Discriminatory Real Estate Covenants,7405,Form for repudiation,7405,Form for repudiation,NA,NA
68,Real And Personal Property,74,Repudiation of Discriminatory Real Estate Covenants,7406,Unlawful restrictive covenants in declarations of common interest ownership communities,7406,Unlawful restrictive covenants in declarations of common interest ownership communities,NA,NA
68,Real And Personal Property,74,Repudiation of Discriminatory Real Estate Covenants,7407,Unlawful restrictive covenants not in declarations of common interest ownership communities,7407,Unlawful restrictive covenants not in declarations of common interest ownership communities,NA,NA
68,Real And Personal Property,75,Home Inspections,7501,Short title of chapter,7501,Short title of chapter,NA,NA
68,Real And Personal Property,75,Home Inspections,7502,Definitions and index of definitions,7502,Definitions and index of definitions,NA,NA
68,Real And Personal Property,75,Home Inspections,7503,Relationship to other laws,7503,Relationship to other laws,NA,NA
68,Real And Personal Property,75,Home Inspections,7504,Duty of care of home inspectors,7504,Duty of care of home inspectors,NA,NA
68,Real And Personal Property,75,Home Inspections,7505,Consumer remedies,7505,Consumer remedies,NA,NA
68,Real And Personal Property,75,Home Inspections,7506,Required contractual provision regarding home inspections,7506,Required contractual provision regarding home inspections,NA,NA
68,Real And Personal Property,75,Home Inspections,7507,Contracts with home inspectors,7507,Contracts with home inspectors,NA,NA
68,Real And Personal Property,75,Home Inspections,7508,Home inspection reports,7508,Home inspection reports,NA,NA
68,Real And Personal Property,75,Home Inspections,7509,Liability insurance,7509,Liability insurance,NA,NA
68,Real And Personal Property,75,Home Inspections,7510,Reliance by buyer,7510,Reliance by buyer,NA,NA
68,Real And Personal Property,75,Home Inspections,7511,Penalties,7511,Penalties,NA,NA
68,Real And Personal Property,75,Home Inspections,7512,Statute of limitations,7512,Statute of limitations,NA,NA
68,Real And Personal Property,75,Home Inspections,7513,Engineers and architects,7513,Engineers and architects,NA,NA
68,Real And Personal Property,81,Private Transfer Fee Obligations,8101,Short title of chapter,8101,Short title of chapter,NA,NA
68,Real And Personal Property,81,Private Transfer Fee Obligations,8102,Intent,8102,Intent,NA,NA
68,Real And Personal Property,81,Private Transfer Fee Obligations,8103,Definitions,8103,Definitions,NA,NA
68,Real And Personal Property,81,Private Transfer Fee Obligations,8104,Prohibition,8104,Prohibition,NA,NA
68,Real And Personal Property,81,Private Transfer Fee Obligations,8105,Liability for violation,8105,Liability for violation,NA,NA
68,Real And Personal Property,81,Private Transfer Fee Obligations,8106,Disclosure,8106,Disclosure,NA,NA
68,Real And Personal Property,81,Private Transfer Fee Obligations,8107,Notice requirements for existing private transfer fee obligations,8107,Notice requirements for existing private transfer fee obligations,NA,NA
68,Real And Personal Property,82,Broadband Services,8201,Definitions,8201,Definitions,NA,NA
68,Real And Personal Property,82,Broadband Services,8202,Broadband services,8202,Broadband services,NA,NA
71,State Government,21,General Provisions,2101,Scope of part,2101,Scope of part,NA,NA
71,State Government,21,General Provisions,2102,Purpose,2102,Purpose,NA,NA
71,State Government,21,General Provisions,2103,Definitions,2103,Definitions,NA,NA
71,State Government,22,Merit System Employment,2201,Transfer of duties,2201,Transfer of duties,NA,NA
71,State Government,22,Merit System Employment,2202,Duties of Office of Administration,2202,Duties of Office of Administration,NA,NA
71,State Government,22,Merit System Employment,2203,Regulations,2203,Regulations,NA,NA
